"address";"address"
"Av. Kumaki Aoki";2
"R. do Banco do Brasil";2
"R. Iraúna";2
"R. João Brás";2
"R. das Laranjeiras";2
"R. do Bucolismo";2
"Av. Padre Pereira de Andrade";2
"R. Zike Tuma";2
"R. Imbú Natal";2
"R. Imburana";2
"Av. Itapark";2
"Av. Itacira";2
"R. José dos Réis";2
"Av. Prof. Papini";2
"Av. Príncipe de Gales";2
"R. Vistosa da Me. de Deus";2
"R. dos Cafezais";2
"R. Ibiajara";2
"R. Visc. de Cachoeira";2
"Av. Imperatriz Leopoldina";2
"Av. Ibiuna";2
"R. Hónorato das Neves";2
"R. José da Costa Valério";2
"Av. Salgado Filho";2
"R. Hélio da Costa Manso";2
"R. Virginia Modesto";2
"R. dos Cocais";2
"R. Ibitirama";2
"R. Icaraí";2
"R. Amélia da Silva Lago";2
"Av. Pres. Altíno";2
"R. Zacarias de Góis";2
"R. Yemen";2
"R. João Amaro";2
"Av. Pedro Celestino Leite Penteado";2
"R. Xavantes";2
"R. Il Sogno Di Anarello";2
"Av. Portugal";2
"Av. Pres. Costa e Silva";2
"Av. Prof.  Mello Moraes";2
"R. Itamonte";2
"Av. Pres. João Goulart";2
"Av. Prof.  Alceu Maynard Araújo";2
"R. do Tucuxi";2
"Av. Jacinto Menezes Palhares";2
"Av. Prof.  Hermógenes de Freitas Leitão Filho";2
"R. Willy Aureli";2
"R. José Isaías de Paulo";2
"R. Heitor de Morais";2
"R. Leopoldo de Passos Lima";2
"R. Jorge Valim";2
"R. George Smith";2
"R. São Miguel";2
"R. Nelsom Mendes Soares";2
"R. Gonçalo Pinto";2
"R. 5 de Março";2
"R. José Antônio Valadares";2
"R. Lopes de Medeiros";2
"R. José Antônio Fontes";2
"R. Alfredo Maia";2
"R. Genaro de Carvalho";2
"Av. Adriano Bertozzi";2
"Pça.  da República";2
"R. Alfredo Pujol";2
"Pça.  Yedo";2
"R. Joaquim Floriano";2
"Pça.  Pascoal Martins";2
"R. Ten. Gelás";2
"R. Joaquim Faustino de Camargo";2
"R. Alfredo Vasconcelos";2
"R. Gregório de Matos";2
"R. Leonilda Magrini";2
"Artur Alvim";2
"Pça.  Santa Helena";2
"R. Joaquim Antunes";2
"Pça.  Princesa Isabel";2
"Av. Cabo Adão Pereira";2
"Pça.  Pres. Jânio da Silva Quadros";2
"Av. Caititu";2
"Pça.  Pereira Coutinho";2
"Av. Campanella";2
"R. Abolição";2
"Av. Açocê";2
"Av. Ayrton Senna";2
"R. São Pedro Fourier";2
"R. Alberto Hodge";2
"R. José Bento de Souza Neto";2
"Av. Alexios Jafet";2
"R. São Teodoro";2
"R. Sócrates";2
"R. São Sebastião";2
"R. Alaor Bronzone";2
"Av. Antônio Batuíra";2
"R. Locarno";2
"Av. Antônio de Souza Noschese";2
"R. Agreste de Itabaiana";2
"R. Agostinho Teixeira de Lima";2
"R. Tabatinguera";2
"Av. Arnolfo Azevedo";2
"R. Giovani Paladino";2
"R. Agenor Klaussner";2
"R. Agatino de Esparta";2
"R. Tadao Inoue";2
"R. Giovanni Bononcini";2
"R. Giovanni Luteri";2
"Viaduto Dr. Plínio de Queirós";2
"Viaduto Eng. Alberto Badra";2
"R. Leônidas Moreira";2
"R. Leão XIII";2
"R. Gláuber Rocha";2
"Pça.  Arcipreste Anselmo de Oliveira";2
"Av. Alberto J. Byington";2
"Viaduto Matheus Torloni";2
"R. Abílio Soares";2
"Av. Cardeal Santiago Luís Copello";2
"R. Jorge Velho";2
"R. José Fugulin";2
"Pça.  Gen. San Martin";2
"R. São Fortunato";2
"Pça.  José Severino Marquês Filho";2
"R. Tiquatira";2
"Alameda Barão de Limeira";2
"R. José Giordano";2
"R. Toledo Barbosa";2
"R. Amaral Gurgel";2
"R. Luar do Sertão";2
"R. José Gomes Falcão";2
"R. Topázio";2
"R. José Gomes Faria";2
"Pça.  Da República";2
"R. Guararapes";2
"R. Tomé Portes";2
"R. Amaral Gama";2
"Pça.  Dom Francisco de Sousa";2
"R. Gen. Gastão Goularte";2
"R.Manoel de Campos Bicudo";2
"Pça.  Figueira Grande";2
"Remedios Bridge";2
"Pça.  Dr. Pedro Corazza";2
"R. Tomás Lupo";2
"R. São Carlos do Pinhal";2
"R. Amador Bueno";2
"Pça.  Leonor Kaupa";2
"R. Édson Régis";2
"Tamanduateí ";2
"terminal Santo Amaro";2
"R. Lourenço de Almeida";2
"Av. Cândido Portinari";2
"Tv. Diogo de Melo";2
"R. Guilherme Branca";2
"Pça.  Armando de Sales Oliveira";2
"Av. Carlos Lacerda";2
"Av. Carlos Liviero";2
"Av. Ceci";2
"Av. Cel. José Píres de Andrade";2
"Pça.  Nicolau David";2
"R. Almir Rodrigues";2
"R. Tomás Izo";2
"R. São José";2
"Av. Chica Luiza";2
"R. Luar do Meu Bem";2
"cj ";2
"R. São Caetano";2
"Pça.  Charles Miler";2
"Vila Jaguara";2
"Pça.  Luiz Carlos Mesquita";2
"R. João Amado Coutinho";1
"R. Nazir Miguel";1
"R. Max Mangels Senior";1
"R. Martim Tenório";1
"R. João Alves de Morães";1
"R. Me. Emilie de Villeneuve";1
"R. Me. Cabrini";1
"R. Mourisca";1
"R. João Alves de Almeida";1
"R. Martinho Prado";1
"R. Melchior Giola";1
"R. Neco Nunes";1
"R. Mutuípe";1
"R. José Antônio dos Santos";1
"R. Mateus Barbosa de Rezende";1
"R. João Batista de Godoy";1
"R. Massacá";1
"R. Nair Ramos Schuring";1
"R. Namé";1
"R. Melo Coutinho";1
"R. Mataripe";1
"R. João Bernardo Viêira";1
"R. Martins Sarmento";1
"R. Mateo Forte";1
"R. Martinico Prado";1
"R. Música Outonal";1
"R. Mateus García";1
"R. Matimpererê";1
"R. João Brícola";1
"R. João Amós Comenius";1
"R. Nascer do Sol";1
"R. Mata Atlântica";1
"R. Mateus de Siqueira";1
"R. José Antônio Coelho";1
"R. João Carlos Fortim";1
"R. Matias Aíres";1
"R. Natal Basile";1
"R. Munduba";1
"R. Nazaré Rezek Faráh";1
"R. Mourato Coelho";1
"R. José Inácio da Silva";1
"R. José Bonifácio Filho";1
"R. João Alves Pimenta";1
"R. José Mascarenhas";1
"R. José Monteiro";1
"R. José Garbuio";1
"R. José Morales Lopes";1
"R. José Moreira Fraga";1
"R. José Neves";1
"R. Monsenhor Francisco de Paula";1
"R. Monsenhor Passaláqua";1
"R. Monsenhor Salim";1
"R. José Pedro do Amaral";1
"R. Monte Alegre";1
"R. Min. Hermenegildo de Barros";1
"R. Monte Azul";1
"R. Monte D´Ouro";1
"R. José Fiúza Guimaraes";1
"R. Min. Edmundo Lins";1
"R. Milton Soares";1
"R. Monsenhor Alberto Pequeno";1
"R. Moliére";1
"R. José Maria Peixoto";1
"R. Miranda Guerra";1
"R. José Joaquim Esteves";1
"R. Missions";1
"R. José Joaquim Gonçalves";1
"R. Mirante do Paranapanema";1
"R. Missionários";1
"R. José Júlio Burgain";1
"R. José Júlio Mendes";1
"R. José Manso";1
"R. João Damasceno";1
"R. José Manuel da Conceição";1
"R. Mogeiro";1
"R. José Maria Cerdeira Diz";1
"R. Mipibu";1
"R. Minérios Atômicos";1
"R. Ministro Apolônio Salles";1
"R. José Inácio";1
"R. Miller";1
"R. José Filipe da Silva";1
"R. José Pereira dos Santos";1
"R. José Ítalo de Camargo";1
"R. José Carmo da Silva";1
"R. Michele Príncipe";1
"R. Morro da Capoaba";1
"R. Mesquita";1
"R. José Carlos de Resende";1
"R. José Cardoso Coutinho";1
"R. Morro do Livramento";1
"R. Morubixaba";1
"R. Michigan";1
"R. Menininha Lôbo";1
"R. Memorial de Aires";1
"R. José Cardal";1
"R. Jota Carlos";1
"R. José Calixto Guimarães";1
"R. Mossamedes";1
"R. João Alphonsus";1
"R. José Coimbra";1
"R. Miguel Arcanjo Dutra";1
"R. José Felipe Amaral";1
"R. José Velucci";1
"R. José Secundino da Costa";1
"R. Monte Negro";1
"R. José Eduardo Pereira II";1
"R. Monte Pascal";1
"R. Miguel Roque";1
"R. Monte Serrat";1
"R. José Vaz Guerreiro";1
"R. Moreira e Costa";1
"R. Miguel Bastos Soares";1
"R. Miguel Nelson Bechara";1
"R. Miguel Mota";1
"R. Miguel Mentem";1
"R. José Vicente de Azevedo";1
"R. Miguel Ferreira de Melo";1
"R. José Viêira Martins";1
"R. José Dias Santana";1
"R. Martim Carrasco";1
"R. Lucerna";1
"R. Marselha";1
"R. Leningrado";1
"R. Lateral";1
"R. Lauro de Freitas";1
"R. Malaquias Ferreira Leal";1
"R. Lauzane";1
"R. Malamir";1
"R. Leandro Dupret";1
"R. Malacacheta";1
"R. Leandro de Sevilha";1
"R. Leite Penteado";1
"R. Leite de Morais";1
"R. Leme do Prado";1
"R. Leoberto Leal";1
"R. Laplace";1
"R. Mal. Hermes";1
"R. Mal. Deodoro";1
"R. Major Emiliano da Fonseca";1
"R. Major Baracca";1
"R. Leonardo de Fassio";1
"R. Maj. Sertório";1
"R. Maj. Pinheiro Fróes";1
"R. Leonel Azevedo";1
"R. Maj. Júlio Valente";1
"R. Leonel Ferreira";1
"R. Leonel Martiniano";1
"R. Laredo";1
"R. Laiz Ribeiro dos Santos Bicudo";1
"R. Maj. Alfredo Romão";1
"R. Manoel de Jesus Fernandes";1
"R. Manuel Araújo Aragão";1
"R. Júlio Conceição";1
"R. Manuel Alonso Esteves";1
"R. Júlio César de Faria";1
"R. Júlio Lourenço Pinto";1
"R. Manoel de Sousa Azevedo";1
"R. Manoel de Saldanha";1
"R. Manoel de Matos";1
"R. Manoel de Lima";1
"R. Júlio Macedo";1
"R. Júpiter";1
"R. Manoel da Rocha Lins";1
"R. Mangualde";1
"R. Manoel Simões";1
"R. Kansas";1
"R. Manoel Rodrigues da Costa";1
"R. Ken Sugaya";1
"R. Koto Mitsutani";1
"R. Manoel Grandini Casquel";1
"R. Lagoa Dourada do Rancho";1
"R. Lagoa Taí Grande";1
"R. Manoel Antônio";1
"R. Laiana";1
"R. Manhumirim";1
"R. Maj. Basílio";1
"R. Leonor B Carvalho";1
"R. Manuel Bento da Cruz";1
"R. Lourenço Castanho";1
"R. Luís Rosseti";1
"R. Luís Osório";1
"R. Luís Murat";1
"R. Londres";1
"R. Lopes Chaves";1
"R. Lopes da Costa";1
"R. Luís Gregnanin";1
"R. Luís Dib Zogaib";1
"R. Luís Correia de Melo";1
"R. Luís Arananda";1
"R. Los Angeles";1
"R. Lourenço Siqueira Preto";1
"R. Luís de França Júnior";1
"R. Lutécia";1
"R. Lourenço de Miranda";1
"R. Lupércio de Souza Cortez";1
"R. Luiz Vieira";1
"R. Luiz Grassmann";1
"R. Luiz Ayres Martins";1
"R. Lugano";1
"R. Lucília Péres";1
"R. Lucinda Gomes Barreto";1
"R. Luciano Carneiro";1
"R. Lucas Lossius";1
"R. Luís Seixas";1
"R. Luíz Gonzaga D'Avilla";1
"R. Leonor de Almeida";1
"R. Maestro Bortolucci";1
"R. Mairinque";1
"R. Leopoldino José de Camargo";1
"R. Magé";1
"R. Leopoldo Figueiredo";1
"R. Mafalda Rocha";1
"R. Maestro Otto Wey";1
"R. Maestro Jordão Bernardino de Sene";1
"R. Maestro Ernesto Lahos";1
"R. Letícia Cini";1
"R. Maestro Eduardo de Guarnieri";1
"R. Liberato Luís Taváres";1
"R. Madagascar";1
"R. Líbero de Miranda";1
"R. Libra";1
"R. Macedônio Fernandes";1
"R. Limbani";1
"R. Limoeiro do Ajuru";1
"R. Lincoln Junqueira";1
"R. Macedônia";1
"R. Lino Coutinho";1
"R. Lótus";1
"R. Lívio de Castro";1
"R. Líra dos Verdes Anos";1
"R. Lício de Miranda";1
"R. Júlia Santos Paiva Rio";1
"R. Manuel Bicudo";1
"R. Marquês de Paranaguá";1
"R. Maria Leocadia";1
"R. Mariana da Baviera";1
"R. Mariana Borges";1
"R. João Millam";1
"R. João Moura";1
"R. Maria Zélia";1
"R. Maria Teresa Assunção";1
"R. Maria Pedrosa";1
"R. João Oliveira Salgado";1
"R. Maria Pais de Barros";1
"R. João Paulo Barreto";1
"R. Maria Lopes";1
"R. Maria José de Souza";1
"R. João Mario de Jesus";1
"R. Maria José da Conceição";1
"R. João Perboyre e Silva";1
"R. Maria José Pomar";1
"R. Maria Joaquina";1
"R. Maria Francisca do Nascimento";1
"R. João Ricardo";1
"R. João Taváres";1
"R. João Teizen Sobrinho";1
"R. Maria Emilia";1
"R. João Teodoro";1
"R. João Velho do Rego";1
"R. Mariano Procópio";1
"R. Marinheiro";1
"R. João da Silva Águiar";1
"R. João Elías";1
"R. João Daudt Filho";1
"R. Marquês de Lages";1
"R. João Dias Cerqueira";1
"R. Marquês de Itu";1
"R. Marmorata";1
"R. Marjorie Prado";1
"R. Marjorie";1
"R. João Dias da Silva";1
"R. João Dias de Vergara";1
"R. João Diomedes Leônidas";1
"R. Marivaldo Fernandes";1
"R. João Fernandes Camisa Nova Júnior";1
"R. João Maria Carmona";1
"R. Mariucha";1
"R. Mario dos Anjos";1
"R. Mario Linhares";1
"R. Mario Furtado";1
"R. Mario Capuano";1
"R. João José dos Santos";1
"R. João Kaufman";1
"R. João Lafinur";1
"R. João Leite";1
"R. João Luís Mateus";1
"R. João Maffei";1
"R. João Xavier de Matos";1
"R. João de Laet";1
"R. Jácomo Passarelli";1
"R. Manuel Viêira da Luz";1
"R. Marambaia";1
"R. Maracatú";1
"R. Maracanã";1
"R. Mar Del Plata";1
"R. Maquerobi";1
"R. Manuel de Santa Maria";1
"R. Manuel de Azevedo";1
"R. Manuel de Almeida";1
"R. Juvenal Lira";1
"R. Manuel de Agreda";1
"R. Juvenal Parada";1
"R. Manuel Vanique";1
"R. Jurupari";1
"R. Manuel Sequeira e Sá";1
"R. Manuel Sarmento";1
"R. Manuel Pinheiro de Albuquerque";1
"R. Manuel Onha";1
"R. Juventus";1
"R. Manuel Morais Pte.s";1
"R. Juvêncio de Araújo Figueiredo";1
"R. Manuel José Rodrigues";1
"R. Manuel Jacinto";1
"R. Juá Mirim";1
"R. Juíz de Fora";1
"R. Marcelina";1
"R. Marcelino Nogueira Júnior";1
"R. Maria Cândida";1
"R. Jucupema";1
"R. João de Paula Franco";1
"R. João de Sousa Dias";1
"R. Maria Curupaiti";1
"R. João de Souto Maior";1
"R. Maria Clara da Silva Sant'Anna";1
"R. Maria Carlota";1
"R. Maria Balades Corrêa";1
"R. Maria Aparecida Pedrosa";1
"R. João Álvares Soares";1
"R. Juan Gonzales Vila";1
"R. Maria Adelaíde L. Quelhas";1
"R. Jucurucu";1
"R. Juruna";1
"R. Marcílio de Sá";1
"R. Judite Anderson";1
"R. Marcos Portugal";1
"R. Judith Zumkeller";1
"R. Marco Aurélio";1
"R. Marcionílo Lessa";1
"R. Julio Nunes de Rêgo";1
"R. Juno";1
"R. Marcelino de Brito";1
"R. Juquiá";1
"R. Juraci Artacho";1
"R. João Ramalho";1
"R. República do Iraque";1
"R. Nelson Fernandes";1
"R. Tomás Teixeira";1
"R. Tilapia";1
"R. Tilápia";1
"R. Tiradentes";1
"R. Tokuchika Miki";1
"R. Tolstoi";1
"R. Tom Jobim";1
"R. Tomasina";1
"R. Tordesilhas";1
"R. Tibério Frontini";1
"R. Torquarto Joaquim Rodrigues";1
"R. Traipú";1
"R. Traviata";1
"R. Trevo de Santa Maria";1
"R. Trieste";1
"R. Trinta e Dois";1
"R. Três Corações";1
"R. Tijuco Preto";1
"R. Tiapira";1
"R. Taques Alvim";1
"R. Tenente Joecyl Camargo da Mota";1
"R. Tasselli Ugo";1
"R. Tatuí";1
"R. Teixeira da Silva";1
"R. Ten. Azevedo";1
"R. Ten. Félix Bitencourt";1
"R. Ten. Mario Barbedo";1
"R. Ten. Ângelo Zampero";1
"R. Tenente Olindo de Carvalho";1
"R. Thomé de Souza";1
"R. Tenório Cavalcanti";1
"R. Teodoro Lorencini";1
"R. Terceiro Srg. João Lopes Filho";1
"R. Tereza Ackel";1
"R. Texas";1
"R. Thereza Maia Pinto";1
"R. Thomaz de Araújo";1
"R. Três de Maio";1
"R. Tucumã";1
"R. Tuneiras do Oeste";1
"R. Vicente Pinheiro";1
"R. Verbo Divino";1
"R. Veríssimo Glória";1
"R. Veríssimo da Silva";1
"R. Vicente Carducho";1
"R. Vicente Fioravante";1
"R. Vicente Leporace";1
"R. Vicente Pereira de Assunção";1
"R. Vicente Strichalsky";1
"R. Tácito de Almeida";1
"R. Vichy";1
"R. Vidal de Negreiros";1
"R. Vieira de Morais";1
"R. Vieira de Moura";1
"R. Vila Boa de Goiás";1
"R. Vila Boa de Quires";1
"R. Vila Velha";1
"R. Ver. Antônio Teixeira";1
"R. Venceslau Brás";1
"R. Valêncio Natal";1
"R. Valê do Ipojuca";1
"R. Tânia Maria";1
"R. Uacumã";1
"R. Ubai";1
"R. Uberabinha";1
"R. Uhland";1
"R. Ulisses Cruz";1
"R. Unapitinga";1
"R. Uru";1
"R. Uva Natal";1
"R. Val de Palmas";1
"R. Valdemar Blakauskas";1
"R. Valdomiro Pedroso";1
"R. Valdomiro dos Santos Pereira";1
"R. Valmíqui";1
"R. Valê de Amoreira";1
"R. Tartaranhão";1
"R. Taquari";1
"R. Virgínia Maria da Conceição";1
"R. Sorano";1
"R. Sofía Castelane";1
"R. Sol";1
"R. Sol da América";1
"R. Solar";1
"R. Soldado Amarilho Gonçalves de Queiroz";1
"R. Solimões";1
"R. Solon";1
"R. Soriano de Albuquerque";1
"R. Sinfônia Fantástica";1
"R. Srg. Basílio Manuel de Santana";1
"R. Srg. Noel de Camargo";1
"R. Stefano Franceschini";1
"R. Sul";1
"R. Susana";1
"R. Suzano";1
"R. São Benedito";1
"R. Soares de Barros";1
"R. Sinanduva";1
"R. Taquarandi";1
"R. Silva Pinto";1
"R. Serrana";1
"R. Sertões de Cratéus";1
"R. Sete de Abril";1
"R. Severa";1
"R. Sil Chung Ming";1
"R. Silva Bueno";1
"R. Silva Jardim";1
"R. Silva Teles";1
"R. Simão Viêira Lindo";1
"R. Silveira Campos";1
"R. Silvianópolis";1
"R. Silvilino Mantovanini";1
"R. Silvio Portugal";1
"R. Simão Borges";1
"R. Simão Lopes";1
"R. Simão Pereira";1
"R. São Cristovão";1
"R. São Daniel";1
"R. São Domingos";1
"R. Tajal";1
"R. Tabacarana";1
"R. Tabajaras";1
"R. Tabapuã";1
"R. Tabarai";1
"R. Tacacàzeiro";1
"R. Tachizeiro";1
"R. Tagipuru";1
"R. Tamoios";1
"R. São Felipe";1
"R. Tamon";1
"R. Tamotsu Iwasse";1
"R. Tangará";1
"R. Tanque Velho";1
"R. Tapes";1
"R. Tapirapuã";1
"R. Tapiraí";1
"R. Sílvio Rodini";1
"R. Sílvio Geraldo Gomes Cardim";1
"R. Sérgio de Azevedo Valente";1
"R. São Vicente de Paulo";1
"R. São Gall";1
"R. São Geraldo";1
"R. São Gilberto";1
"R. São João Clímaco";1
"R. São João Dassio";1
"R. São João da Serra";1
"R. São Judas Tadeu";1
"R. São Leopoldo";1
"R. São Lázaro";1
"R. São Maurício";1
"R. São Patrício";1
"R. São Paulo";1
"R. São Pedro do Jequitinhonha";1
"R. São Quirino";1
"R. São Roque do Paraguaçu";1
"R. Violantino dos Santos";1
"R. Virgínia de Miranda";1
"R. Serra do Norte";1
"R. Álvaro Neto";1
"R. dos Têxteis";1
"R. dos Álamos";1
"R. Águas Virtuosas";1
"R. Álvares Correia";1
"R. Álvares Fagundes";1
"R. Álvaro Adorno";1
"R. Álvaro Luís Roberto de Assunção";1
"R. Álvaro de Carvalho";1
"R. dos Timbiras";1
"R. Álvaro de Mendonça";1
"R. Árvore da Judea";1
"R. Áurea Taváres";1
"R. Áureliano Coutinho";1
"R. Ângelo Perin";1
"R. Ângelo Prado";1
"R. Éden";1
"R. dos Tropeiros";1
"R. dos Tamanás";1
"R. dos Bororós";1
"R. dos Ingleses";1
"R. dos Cedros";1
"R. dos Cântaros";1
"R. dos Democratas";1
"R. dos Filhos da Terra";1
"R. dos Gusmões";1
"R. dos Horticultores";1
"R. dos Igarapés";1
"R. dos Jequitibás";1
"R. dos Romanós";1
"R. dos Limantos";1
"R. dos Louros";1
"R. dos Militares";1
"R. dos Otonis";1
"R. dos Patis";1
"R. dos Piracás";1
"R. dos Ralídeos";1
"R. Édison";1
"R. Édson de Carvalho Guimarães";1
"Rod. Anchieta";1
"Via Expressa Mauri S.Barufi";1
"Tv. Somos Todos Iguais";1
"Tv. Teresa Diamante Sisto";1
"Tv. das Ondinas";1
"Tv. Édna";1
"Túnel José Roberto Fanganiello Melhem";1
"Túnel Paulo Autran";1
"Túnel Sebastião Camargo";1
"Viaduto Alcântara Machado";1
"Rod. Régis Bittencourt";1
"Viaduto Beneficência Portuguesa";1
"Viaduto Gov. Abreu Sodré";1
"Viaduto República Árabe Síria";1
"Viaduto Saioá";1
"Viaduto São Carlos";1
"Viela Pium";1
"r";1
"Tv. Sol do Meio Dia";1
"Tv. Serra da Raiz";1
"Tv. Seringais";1
"Tv. Sede dos Marujos";1
"Rodoanel Mário Covas";1
"Santo Amaro";1
"Tv. Alexis Carrel";1
"Tv. Augusto José de Jesus";1
"Tv. Dr. Mariano de Siqueira Filho";1
"Tv. Francisco Segala";1
"Tv. Jambalaya";1
"Tv. João Batista Cramer";1
"Tv. Júlio Tupy";1
"Tv. La Violeteira";1
"Tv. Maurício Ledeli";1
"Tv. Pres. Isaías Medina";1
"Tv. Renê Sabag";1
"Tv. Roland Berigan";1
"Tv. Sabor de Mim";1
"R. dos Canários";1
"R. dos Bandeirantes";1
"R. Visc.  D'Asseca";1
"R. da Assembléia";1
"R. Xiró";1
"R. Ylídio Figueiredo";1
"R. Yonne Josepha Schaeberle";1
"R. Zaira";1
"R. Zeferino Borges Barreto";1
"R. Zélia Frias Street";1
"R. Zéquinha de Abreu";1
"R. da Aviação";1
"R. Xavier de Almeida";1
"R. da Calenda";1
"R. da Educação";1
"R. da Estação";1
"R. da Praia de Miramar";1
"R. da Represa";1
"R. da Safra";1
"R. da União";1
"R. Xavier dos Pássaros";1
"R. Xambioá";1
"R. dos Andrade";1
"R. Válter Airosa Flaquer";1
"R. Visc.  de Porto Seguro";1
"R. Visc. Geraz do Lima";1
"R. Visc. de Aljezur";1
"R. Visc. de Araruama";1
"R. Visc. de Guaratiba";1
"R. Visc. de Taunay";1
"R. Votupoca";1
"R. Wadih Hatti";1
"R. Wisard";1
"R. Waldemar Roberto";1
"R. Walter Sgarbi";1
"R. Wenceslau Bras";1
"R. William Speers";1
"R. Willis Roberto Banks";1
"R. Wilsom Batista";1
"R. Wilsom Duarte";1
"R. das Açucenas";1
"R. das Confrarias";1
"R. das Corruíras";1
"R. do Pífano";1
"R. do Chá";1
"R. do Expressionismo";1
"R. do Grito";1
"R. do Imperador";1
"R. do Maná";1
"R. do Modernismo";1
"R. do Outono";1
"R. do Rocio";1
"R. das Flôres";1
"R. do Sol";1
"R. do Sossego";1
"R. do Símbolo";1
"R. dos Alpes";1
"R. dos Americanos";1
"R. dos Andes";1
"R. dos Andradas";1
"R. do Bosque";1
"R. do Boqueirão";1
"R. do Balão";1
"R. do Acarapuxi";1
"R. das Fontainhas";1
"R. das Graviolas";1
"R. das Grumixamas";1
"R. das Ipoméias";1
"R. das Juritis Paulista";1
"R. das Mangabeiras";1
"R. das Margaridas Amarelas";1
"R. das Olarias";1
"R. das Orquídeas";1
"R. das Palmas";1
"R. das Paralas";1
"R. das Seringueiras";1
"R. das Taquaras";1
"R. das Vertentes";1
"R. das Águias Reais";1
"R. Serra do Pilar";1
"R. Serra do Evangelista";1
"R. Nelson Ferreira da Costa";1
"R. Pedro Piassi";1
"R. Pedro Felíciano";1
"R. Pedro Gonçalves Varejão";1
"R. Pedro Inácio de Araújo";1
"R. Pedro José de Lima";1
"R. Pedro Ladislau de Almeida";1
"R. Pedro Morcilla Filho";1
"R. Pedro Nolasco da Cunha";1
"R. Pedro Ramazzani";1
"R. Pedro Doll";1
"R. Pedro Voss";1
"R. Pedro da Costa Faleiro";1
"R. Pedro de Campos Tourinho";1
"R. Pedro de Sousa Campos Filho";1
"R. Pedroso";1
"R. Pedroso Horta";1
"R. Peixe Vivo";1
"R. Pedro Escobar";1
"R. Pedro Barbosa";1
"R. Pascoal Pais";1
"R. Paulo Monteiro Duarte";1
"R. Pastor Rubens Lopes";1
"R. Patápio Silva";1
"R. Paulicéia";1
"R. Paulo Franco";1
"R. Paulo III";1
"R. Paulo IV";1
"R. Paulo Lorenzani";1
"R. Paulo Osório Flôres";1
"R. Pedro Andrade Lemos";1
"R. Paulo Pte.s";1
"R. Paulo Roberto Trivelli";1
"R. Paulo de Miranda";1
"R. Paulo de Proença";1
"R. Pedra Azul";1
"R. Pedra Lavrada";1
"R. Pedralva";1
"R. Peixoto Gomide";1
"R. Peixoto Werneck";1
"R. Peixoto de Melo Filho";1
"R. Prebixim";1
"R. Plínio Ayrosa";1
"R. Plínio Figueiredo";1
"R. Plínio Salgado";1
"R. Pomba do Cabo";1
"R. Praia do Castelo";1
"R. Praia dos Estaleiros";1
"R. Prates";1
"R. Pref. Antenor Bue";1
"R. Pelegrino Bernardo";1
"R. Pres. Antônio Cândido";1
"R. Pres. Bernardes";1
"R. Pres. Costa Pinto";1
"R. Presidente Dutra";1
"R. Princesa Isabel";1
"R. Princesa Leopoldina";1
"R. Prof.  Augusto Mondin";1
"R. Plácido Vieira";1
"R. Plácido Leão";1
"R. Planeta";1
"R. Pium";1
"R. Pensilvânia";1
"R. Pero Correia";1
"R. Pero Peres";1
"R. Pero de Campos";1
"R. Perpétua";1
"R. Peró Vaz de Caminha";1
"R. Philonilia Goncalves dos Santos";1
"R. Phobus";1
"R. Piatá";1
"R. Pietro Casella";1
"R. Pilade Pistelli";1
"R. Piloto";1
"R. Pirambóia";1
"R. Pirandello";1
"R. Piratini";1
"R. Passo da Pátria";1
"R. Pascoal Moreira";1
"R. Prof.  Demóstenes Batista Figueira Marques";1
"R. Orfanato";1
"R. Olho Dágua do Borges";1
"R. Oliveira Alves";1
"R. Olímpia Lemes da Silva";1
"R. Olímpio Catão";1
"R. Olívia Guedes Penteado";1
"R. Onze de Fevereiro";1
"R. Onófre Jorge Velho";1
"R. Oscár Pedroso Horta";1
"R. Olavo Faggin";1
"R. Osman Fonseca";1
"R. Osvaldo Vallejo";1
"R. Osório Duque Estrada";1
"R. Otacílio Negrão";1
"R. Otávio Roque";1
"R. Oxford";1
"R. Ozieri";1
"R. Olga Moretti Ferrari";1
"R. Oduvaldo Viana";1
"R. Pascoal Melantonio";1
"R. Nicolau Machado";1
"R. Nelson Raineri";1
"R. Neno Vasco";1
"R. Nestor de Holanda";1
"R. Neves Paulista";1
"R. Nhengaibas";1
"R. Nibe Perobelli";1
"R. Nicolau Gagliardi";1
"R. Ninete";1
"R. Odemis";1
"R. Norberto Martins Ribeiro";1
"R. Norte A";1
"R. Nova York";1
"R. Nova dos Godóis";1
"R. Novo Oriente do Piauí";1
"R. Numênio";1
"R. Octávio Teixeira Mendes Sobrinho";1
"R. P. Francis";1
"R. Pacheco de Miranda";1
"R. Padre Alarico Zacarias";1
"R. Pangauá";1
"R. Paina";1
"R. Pajaú";1
"R. Palanque";1
"R. Palmas de São Moisés";1
"R. Palmeira";1
"R. Palmeira Real";1
"R. Palmeira do Mar";1
"R. Pantanais do Mato Grosso";1
"R. Padre Andrade Duquet";1
"R. Paolo Porpora";1
"R. Papa Gregório Magno";1
"R. Papanduva";1
"R. Paranaense";1
"R. Paratiba";1
"R. Parque da Fonte";1
"R. Particular S";1
"R. Paiaguás";1
"R. Padre Serrão";1
"R. Padre Sabóia de Medeiros";1
"R. Padre Rodrigues";1
"R. Padre Bento Dias Pachêco";1
"R. Padre Correia de Almeida";1
"R. Padre Cristóvão Cordeiro";1
"R. Padre Domingos Gava";1
