"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
34619;0;51;34.98529411764706;49.0;405.23858647936794;20.13053865348287;68;59;13.235294117647056;"201707061600_201707061700";"2017-07-14 16:45:00"
34977;0;53;34.19580419580419;43.0;370.3135033980106;19.243531468990057;143;114;20.27972027972028;"201707061600_201707061700";"2017-07-14 16:45:00"
33058;0;62;41.75;48.5;477.8240740740742;21.85918740653628;28;24;14.28571428571429;"201707071600_201707071700";"2017-07-14 16:45:00"
33093;0;51;31.681818181818183;35.0;259.65584415584414;16.11384014305231;22;19;13.636363636363635;"201707071600_201707071700";"2017-07-14 16:45:00"
33095;0;49;28.620689655172413;30.0;183.17241379310346;13.534120355350156;29;28;3.4482758620689613;"201707071600_201707071700";"2017-07-14 16:45:00"
33441;0;73;30.333333333333332;30.0;710.1538461538462;26.648711904214924;27;18;33.333333333333336;"201707071600_201707071700";"2017-07-14 16:45:00"
34396;0;34;19.285714285714285;21.0;124.989010989011;11.17984843318598;14;13;7.14285714285714;"201707071600_201707071700";"2017-07-14 16:45:00"
34419;0;62;40.4041095890411;49.0;257.7459140292868;16.05446710511709;146;132;9.589041095890416;"201707071600_201707071700";"2017-07-14 16:45:00"
34619;0;51;40.516129032258064;49.0;275.7948175568482;16.607071311849307;62;55;11.290322580645162;"201707071600_201707071700";"2017-07-14 16:45:00"
34977;0;58;43.170731707317074;48.0;155.60012044564883;12.473977731487611;82;79;3.658536585365857;"201707071600_201707071700";"2017-07-14 16:45:00"
33093;12;61;44.81818181818182;49.0;188.16363636363636;13.717275107091654;11;11;0.0;"201707081600_201707081700";"2017-07-14 16:45:00"
33095;14;50;33.421052631578945;36.0;100.36842105263156;10.018404117055349;19;19;0.0;"201707081600_201707081700";"2017-07-14 16:45:00"
33441;0;52;28.933333333333334;39.0;462.6380952380952;21.50902357705006;15;12;19.999999999999996;"201707081600_201707081700";"2017-07-14 16:45:00"
34396;26;40;33.583333333333336;34.0;20.992424242424242;4.581749037477309;12;12;0.0;"201707081600_201707081700";"2017-07-14 16:45:00"
34419;0;54;45.73015873015873;49.0;50.806603174603175;7.127875081298996;126;125;0.7936507936507908;"201707081600_201707081700";"2017-07-14 16:45:00"
34619;0;51;41.111111111111114;48.0;233.2373737373738;15.272110978426452;45;40;11.111111111111116;"201707081600_201707081700";"2017-07-14 16:45:00"
34977;0;49;41.36363636363637;46.5;115.95670995671;10.768319736927856;22;21;4.545454545454541;"201707081600_201707081700";"2017-07-14 16:45:00"
33058;9;45;32.666666666666664;37.5;178.42424242424244;13.35755375898755;12;12;0.0;"201707091600_201707091700";"2017-07-14 16:45:00"
33093;36;57;46.0;47.0;40.666666666666664;6.377042156569663;13;13;0.0;"201707091600_201707091700";"2017-07-14 16:45:00"
33095;14;50;36.903225806451616;40.0;91.02365591397849;9.540631840396028;31;31;0.0;"201707091600_201707091700";"2017-07-14 16:45:00"
33441;0;65;31.41176470588235;46.0;670.1323529411765;25.886914704946523;17;11;35.29411764705882;"201707091600_201707091700";"2017-07-14 16:45:00"
34419;0;51;41.85245901639344;49.0;181.52786885245902;13.473227855731492;61;57;6.5573770491803245;"201707091600_201707091700";"2017-07-14 16:45:00"
34977;0;52;37.24;46.0;286.02333333333326;16.91222437567966;25;22;12.0;"201707091600_201707091700";"2017-07-14 16:45:00"
33058;0;51;38.0;41.0;209.25;14.465476141489432;17;16;5.882352941176472;"201707101600_201707101700";"2017-07-14 16:45:00"
33093;0;44;25.636363636363637;28.0;233.05454545454546;15.26612411368863;11;10;9.090909090909093;"201707101600_201707101700";"2017-07-14 16:45:00"
33095;0;49;29.75;30.0;151.8;12.320714265009151;16;15;6.25;"201707101600_201707101700";"2017-07-14 16:45:00"
33441;0;53;30.0;40.5;394.64;19.865548066942427;26;19;26.923076923076927;"201707101600_201707101700";"2017-07-14 16:45:00"
34396;0;50;22.4375;24.5;281.15725806451616;16.76774457297451;32;27;15.625;"201707101600_201707101700";"2017-07-14 16:45:00"
34419;0;51;44.41428571428571;49.0;107.81274409044195;10.383291582655374;140;137;2.1428571428571463;"201707101600_201707101700";"2017-07-14 16:45:00"
34619;0;51;42.6;49.0;174.71250000000006;13.217885610036125;65;61;6.153846153846154;"201707101600_201707101700";"2017-07-14 16:45:00"
34977;0;59;41.06730769230769;48.0;244.49057132188196;15.63619427232477;104;95;8.653846153846157;"201707101600_201707101700";"2017-07-14 16:45:00"
33058;13;32;21.571428571428573;16.0;69.61904761904762;8.343802947040853;7;7;0.0;"201707111600_201707111700";"2017-07-14 16:45:00"
33093;0;37;20.153846153846153;23.0;149.97435897435895;12.24640187868906;13;12;7.692307692307687;"201707111600_201707111700";"2017-07-14 16:45:00"
33095;0;45;29.16;31.0;181.55666666666664;13.474296518433407;25;23;7.9999999999999964;"201707111600_201707111700";"2017-07-14 16:45:00"
33441;0;65;31.23076923076923;42.0;652.9046153846155;25.551998265979424;26;19;26.923076923076927;"201707111600_201707111700";"2017-07-14 16:45:00"
34396;0;57;31.5;32.5;250.57692307692312;15.82962169721447;14;13;7.14285714285714;"201707111600_201707111700";"2017-07-14 16:45:00"
34419;0;55;40.495;45.5;171.64821608040214;13.101458547825969;200;193;3.500000000000003;"201707111600_201707111700";"2017-07-14 16:45:00"
34619;0;51;35.26229508196721;44.0;365.5967213114754;19.12058370739438;61;49;19.672131147540984;"201707111600_201707111700";"2017-07-14 16:45:00"
34977;0;59;39.03508771929825;44.5;215.02530662940546;14.66374122212355;114;106;7.017543859649122;"201707111600_201707111700";"2017-07-14 16:45:00"
33058;0;43;27.75;35.0;249.92857142857142;15.809129369720884;8;7;12.5;"201707121600_201707121700";"2017-07-14 16:45:00"
33093;0;48;20.216216216216218;23.0;283.17417417417414;16.82777983496855;37;26;29.729729729729726;"201707121600_201707121700";"2017-07-14 16:45:00"
33095;0;44;25.82857142857143;28.0;164.7344537815126;12.83489204401473;35;32;8.571428571428575;"201707121600_201707121700";"2017-07-14 16:45:00"
33441;0;63;26.1;17.0;754.4379310344827;27.46703353175371;30;16;46.666666666666664;"201707121600_201707121700";"2017-07-14 16:45:00"
34396;0;46;23.041666666666668;22.0;204.38949275362313;14.29648532869611;24;22;8.333333333333337;"201707121600_201707121700";"2017-07-14 16:45:00"
34419;0;52;44.629629629629626;49.0;94.40855762594892;9.716406621068764;162;161;0.6172839506172867;"201707121600_201707121700";"2017-07-14 16:45:00"
34619;0;54;40.064516129032256;49.0;231.86462189317822;15.227101559166742;62;57;8.064516129032262;"201707121600_201707121700";"2017-07-14 16:45:00"
34977;0;51;39.348837209302324;45.5;199.47688098495217;14.123628463852771;86;81;5.813953488372093;"201707121600_201707121700";"2017-07-14 16:45:00"
33058;0;54;29.444444444444443;38.0;322.79487179487177;17.9664930299397;27;22;18.518518518518523;"201707131600_201707131700";"2017-07-14 16:45:00"
33093;14;50;32.4375;27.5;178.12916666666666;13.34650391176156;16;16;0.0;"201707131600_201707131700";"2017-07-14 16:45:00"
33095;5;50;32.266666666666666;36.5;197.512643678161;14.05391915723728;30;30;0.0;"201707131600_201707131700";"2017-07-14 16:45:00"
33441;0;62;22.916666666666668;14.0;508.07971014492773;22.540623552708734;24;16;33.333333333333336;"201707131600_201707131700";"2017-07-14 16:45:00"
34396;0;44;29.0;32.0;136.9090909090909;11.700815822372853;12;11;8.333333333333337;"201707131600_201707131700";"2017-07-14 16:45:00"
34419;0;51;40.125786163522015;46.0;191.55369795398443;13.84029255304903;159;155;2.515723270440251;"201707131600_201707131700";"2017-07-14 16:45:00"
34619;0;51;38.55882352941177;44.0;210.99648814749767;14.525718162882608;68;63;7.352941176470584;"201707131600_201707131700";"2017-07-14 16:45:00"
34977;0;52;38.90721649484536;46.0;229.41838487972504;15.146563467655792;97;91;6.185567010309279;"201707131600_201707131700";"2017-07-14 16:45:00"
33058;18;62;49.86666666666667;59.0;287.83809523809526;16.96579191308485;15;15;0.0;"201707141600_201707141700";"2017-07-14 16:45:00"
33093;14;49;36.18181818181818;39.0;113.16363636363637;10.637839835400623;11;11;0.0;"201707141600_201707141700";"2017-07-14 16:45:00"
33095;0;46;26.23076923076923;27.5;206.74461538461534;14.378616601906295;26;22;15.384615384615385;"201707141600_201707141700";"2017-07-14 16:45:00"
33441;0;64;10.66;0.0;396.8820408163265;19.921898524395875;50;19;62.0;"201707141600_201707141700";"2017-07-14 16:45:00"
34396;16;40;27.5;27.0;139.0;11.789826122551595;4;4;0.0;"201707141600_201707141700";"2017-07-14 16:45:00"
34419;0;55;44.863945578231295;49.0;96.24163638057958;9.810282176399392;147;144;2.0408163265306145;"201707141600_201707141700";"2017-07-14 16:45:00"
34619;3;51;40.91228070175438;48.0;169.26002506265655;13.00999712000954;57;57;0.0;"201707141600_201707141700";"2017-07-14 16:45:00"
34977;0;53;39.21904761904762;48.0;238.5380952380952;15.444678541105839;105;94;10.476190476190473;"201707141600_201707141700";"2017-07-14 16:45:00"
33058;0;38;20.625;27.0;327.98214285714283;18.110277271680378;8;5;37.5;"201707151600_201707151700";"2017-07-14 16:45:00"
33093;16;55;40.1578947368421;43.0;158.36257309941524;12.584219208970227;19;19;0.0;"201707151600_201707151700";"2017-07-14 16:45:00"
33095;0;42;26.1;34.0;269.2111111111111;16.407654040450485;10;9;9.999999999999998;"201707151600_201707151700";"2017-07-14 16:45:00"
33441;0;58;40.333333333333336;43.0;355.25;18.848076824970764;9;8;11.111111111111116;"201707151600_201707151700";"2017-07-14 16:45:00"
34396;0;51;29.125;30.5;329.8392857142857;18.161478070748693;8;7;12.5;"201707151600_201707151700";"2017-07-14 16:45:00"
34419;0;52;43.1505376344086;49.0;194.80317905563354;13.957190944299413;93;86;7.5268817204301115;"201707151600_201707151700";"2017-07-14 16:45:00"
34619;0;51;40.2;48.0;257.02727272727276;16.032070132308952;45;41;8.888888888888891;"201707151600_201707151700";"2017-07-14 16:45:00"
34977;0;52;38.13461538461539;48.0;287.8442684766214;16.965973844039173;52;48;7.692307692307687;"201707151600_201707151700";"2017-07-14 16:45:00"
33058;0;45;32.54545454545455;39.0;262.8727272727272;16.213350279098;11;9;18.181818181818176;"201707161600_201707161700";"2017-07-14 16:45:00"
33093;7;56;40.333333333333336;43.0;148.00000000000003;12.16552506059644;18;18;0.0;"201707161600_201707161700";"2017-07-14 16:45:00"
33095;0;53;35.4054054054054;40.0;167.5255255255254;12.943165205061913;37;36;2.7027027027026973;"201707161600_201707161700";"2017-07-14 16:45:00"
33441;0;55;31.083333333333332;46.0;621.9015151515151;24.937953307188526;12;8;33.333333333333336;"201707161600_201707161700";"2017-07-14 16:45:00"
34419;0;51;42.32835820895522;49.0;201.1935775667118;14.184272190236333;67;61;8.955223880597018;"201707161600_201707161700";"2017-07-14 16:45:00"
34977;0;52;39.166666666666664;48.0;273.4184397163121;16.535369355303562;48;43;10.416666666666663;"201707161600_201707161700";"2017-07-14 16:45:00"
33058;0;51;26.22222222222222;24.0;274.19444444444446;16.558817724839066;9;8;11.111111111111116;"201707171600_201707171700";"2017-07-14 16:45:00"
33093;0;45;26.928571428571427;35.5;291.60989010989016;17.076588948320158;14;12;14.28571428571429;"201707171600_201707171700";"2017-07-14 16:45:00"
33095;12;54;34.65625;37.5;135.52318548387095;11.641442586031635;32;32;0.0;"201707171600_201707171700";"2017-07-14 16:45:00"
33441;0;62;34.69230769230769;45.5;613.2615384615385;24.764117962518643;26;20;23.076923076923073;"201707171600_201707171700";"2017-07-14 16:45:00"
34396;0;57;30.653846153846153;32.0;359.8353846153846;18.96932746871603;26;22;15.384615384615385;"201707171600_201707171700";"2017-07-14 16:45:00"
34419;0;52;41.695945945945944;49.0;223.51916712630992;14.950557418581754;148;134;9.459459459459463;"201707171600_201707171700";"2017-07-14 16:45:00"
34619;0;51;42.535714285714285;49.0;186.32597402597403;13.65012725310552;56;54;3.57142857142857;"201707171600_201707171700";"2017-07-14 16:45:00"
34977;0;57;39.853658536585364;48.0;226.81782595603732;15.060472301891377;82;77;6.0975609756097615;"201707171600_201707171700";"2017-07-14 16:45:00"
33058;20;61;44.1875;46.5;109.89583333333333;10.483121354507603;16;16;0.0;"201707181600_201707181700";"2017-07-14 16:45:00"
33093;11;57;38.77777777777778;49.0;361.19444444444446;19.00511627021641;9;9;0.0;"201707181600_201707181700";"2017-07-14 16:45:00"
33095;1;52;30.16;30.0;168.4733333333333;12.979727783483492;25;25;0.0;"201707181600_201707181700";"2017-07-14 16:45:00"
33441;0;61;33.05;47.5;729.3131578947367;27.005798597611157;20;13;35.0;"201707181600_201707181700";"2017-07-14 16:45:00"
34396;20;46;33.9;31.5;81.65555555555554;9.036346360977735;10;10;0.0;"201707181600_201707181700";"2017-07-14 16:45:00"
34419;0;51;43.802919708029194;49.0;91.37999141262344;9.559288227301415;137;135;1.4598540145985384;"201707181600_201707181700";"2017-07-14 16:45:00"
34619;0;51;40.1551724137931;49.0;277.4316394434361;16.65627927970218;58;52;10.344827586206895;"201707181600_201707181700";"2017-07-14 16:45:00"
34977;0;52;41.42;47.5;156.42787878787885;12.507113127651754;100;95;5.000000000000004;"201707181600_201707181700";"2017-07-14 16:45:00"
33058;0;49;35.75;43.5;230.38636363636363;15.178483574994033;12;11;8.333333333333337;"201707191600_201707191700";"2017-07-14 16:45:00"
33093;5;48;35.05882352941177;36.0;151.93382352941174;12.326143903484647;17;17;0.0;"201707191600_201707191700";"2017-07-14 16:45:00"
33095;0;61;30.208333333333332;34.5;303.1471631205675;17.411121822575577;48;43;10.416666666666663;"201707191600_201707191700";"2017-07-14 16:45:00"
33441;0;60;33.04761904761905;41.0;607.0476190476192;24.63833636931721;21;15;28.57142857142857;"201707191600_201707191700";"2017-07-14 16:45:00"
34396;0;43;25.32;29.0;142.80999999999997;11.950313803411188;25;24;4.0000000000000036;"201707191600_201707191700";"2017-07-14 16:45:00"
34419;0;51;43.80368098159509;49.0;128.43035673710514;11.33271179979025;163;161;1.2269938650306789;"201707191600_201707191700";"2017-07-14 16:45:00"
34619;0;51;39.258620689655174;49.0;281.56352087114345;16.779854614124147;58;51;12.06896551724138;"201707191600_201707191700";"2017-07-14 16:45:00"
34977;0;50;40.25252525252525;48.0;197.92537621109057;14.068595388704964;99;93;6.060606060606055;"201707191600_201707191700";"2017-07-14 16:45:00"
33058;0;56;27.214285714285715;27.0;332.48901098901104;18.234281202970713;14;12;14.28571428571429;"201707201600_201707201700";"2017-07-14 16:45:00"
33093;0;52;27.594594594594593;28.0;295.2477477477478;17.18277473948104;37;32;13.513513513513509;"201707201600_201707201700";"2017-07-14 16:45:00"
33095;0;46;22.84313725490196;28.0;205.13490196078433;14.322531269324719;51;45;11.764705882352944;"201707201600_201707201700";"2017-07-14 16:45:00"
33441;0;64;44.578947368421055;55.0;509.5906432748538;22.57411445162033;19;16;15.789473684210531;"201707201600_201707201700";"2017-07-14 16:45:00"
34396;0;35;20.181818181818183;26.0;218.16363636363639;14.770363447242467;11;8;27.27272727272727;"201707201600_201707201700";"2017-07-14 16:45:00"
34419;0;51;43.098684210526315;49.0;151.3080777274311;12.300734845017638;152;143;5.921052631578949;"201707201600_201707201700";"2017-07-14 16:45:00"
34619;0;51;41.943396226415096;49.0;171.47750362844707;13.094941910082957;53;51;3.7735849056603765;"201707201600_201707201700";"2017-07-14 16:45:00"
34977;0;59;40.083333333333336;48.0;239.0035087719298;15.459738315118074;96;90;6.25;"201707201600_201707201700";"2017-07-14 16:45:00"
33093;0;51;30.41176470588235;40.0;309.63235294117646;17.59637328943599;17;15;11.764705882352944;"201707211600_201707211700";"2017-07-14 16:45:00"
33095;0;51;24.333333333333332;26.0;178.49999999999997;13.360389215887386;45;41;8.888888888888891;"201707211600_201707211700";"2017-07-14 16:45:00"
33441;0;54;21.866666666666667;10.0;572.4095238095239;23.925081479684117;15;8;46.666666666666664;"201707211600_201707211700";"2017-07-14 16:45:00"
34396;0;47;30.675675675675677;33.0;117.28078078078082;10.829625144979895;37;36;2.7027027027026973;"201707211600_201707211700";"2017-07-14 16:45:00"
34419;0;51;42.901234567901234;49.0;157.04608542289697;12.531802959785834;162;154;4.938271604938271;"201707211600_201707211700";"2017-07-14 16:45:00"
34619;0;51;43.5;49.0;161.07142857142858;12.691391908353811;50;47;6.000000000000005;"201707211600_201707211700";"2017-07-14 16:45:00"
34977;0;199;44.16438356164384;48.0;512.5837138508373;22.640311699507084;73;69;5.47945205479452;"201707211600_201707211700";"2017-07-14 16:45:00"
33058;14;49;39.25;39.0;63.40000000000001;7.962411694957754;16;16;0.0;"201707221600_201707221700";"2017-07-14 16:45:00"
33093;3;48;26.4;26.0;277.8222222222222;16.667999946670932;10;10;0.0;"201707221600_201707221700";"2017-07-14 16:45:00"
33095;9;56;40.275862068965516;42.0;112.1354679802956;10.58940357056504;29;29;0.0;"201707221600_201707221700";"2017-07-14 16:45:00"
33441;0;56;29.5;29.5;523.3913043478261;22.87774692463893;24;18;25.0;"201707221600_201707221700";"2017-07-14 16:45:00"
34396;0;49;37.892857142857146;43.5;223.9510582010582;14.964994427030643;28;25;10.71428571428571;"201707221600_201707221700";"2017-07-14 16:45:00"
34419;0;54;43.57657657657658;49.0;150.3554463554463;12.261951164290547;111;106;4.504504504504503;"201707221600_201707221700";"2017-07-14 16:45:00"
34619;0;51;41.208333333333336;49.0;218.42375886524826;14.77916637923967;48;46;4.1666666666666625;"201707221600_201707221700";"2017-07-14 16:45:00"
34977;0;50;41.83018867924528;48.0;177.64368650217708;13.328303961951688;53;50;5.660377358490565;"201707221600_201707221700";"2017-07-14 16:45:00"
33058;0;45;29.75;35.0;172.73333333333332;13.142805382920852;16;15;6.25;"201707231600_201707231700";"2017-07-14 16:45:00"
33093;0;46;36.1875;42.0;234.29583333333338;15.306725101514477;16;15;6.25;"201707231600_201707231700";"2017-07-14 16:45:00"
33095;0;50;30.903225806451612;37.0;232.62365591397847;15.252004980132234;31;27;12.903225806451612;"201707231600_201707231700";"2017-07-14 16:45:00"
33441;0;62;41.35294117647059;49.0;284.9926470588235;16.881725239406766;17;16;5.882352941176472;"201707231600_201707231700";"2017-07-14 16:45:00"
34419;0;51;40.96875;49.0;241.9355158730159;15.554276449678266;64;57;10.9375;"201707231600_201707231700";"2017-07-14 16:45:00"
34977;0;50;35.94444444444444;40.0;323.4874213836479;17.985756069280153;54;46;14.814814814814813;"201707231600_201707231700";"2017-07-14 16:45:00"
33058;0;46;26.25;29.0;265.0394736842104;16.28003297552589;20;16;19.999999999999996;"201707241600_201707241700";"2017-07-14 16:45:00"
33093;0;52;38.733333333333334;42.0;213.92380952380952;14.626134469633783;15;14;6.666666666666665;"201707241600_201707241700";"2017-07-14 16:45:00"
33095;0;52;9.758064516129032;0.0;273.5507474429583;16.539369620483072;124;35;71.7741935483871;"201707241600_201707241700";"2017-07-14 16:45:00"
33441;0;59;23.363636363636363;28.0;493.4545454545455;22.213836801744662;11;7;36.36363636363637;"201707241600_201707241700";"2017-07-14 16:45:00"
34396;12;48;39.25;44.0;141.92857142857142;11.91337783454262;8;8;0.0;"201707241600_201707241700";"2017-07-14 16:45:00"
34419;0;51;43.29931972789116;49.0;158.9645885751561;12.608115980397551;147;140;4.761904761904767;"201707241600_201707241700";"2017-07-14 16:45:00"
34619;0;51;42.905660377358494;49.0;169.12554426705367;13.004827729234004;53;50;5.660377358490565;"201707241600_201707241700";"2017-07-14 16:45:00"
34977;0;55;38.30327868852459;48.0;247.84941064896356;15.74323380531978;122;111;9.016393442622949;"201707241600_201707241700";"2017-07-14 16:45:00"
33093;0;45;26.772727272727273;24.5;206.18398268398266;14.359108004468197;22;21;4.545454545454541;"201707251600_201707251700";"2017-07-14 16:45:00"
33095;0;56;27.676470588235293;33.5;337.25579322638146;18.36452540161007;34;27;20.588235294117652;"201707251600_201707251700";"2017-07-14 16:45:00"
33441;0;53;24.352941176470587;27.0;361.49264705882354;19.01295997625892;17;12;29.411764705882348;"201707251600_201707251700";"2017-07-14 16:45:00"
34396;4;54;31.0;34.0;212.125;14.564511663629508;17;17;0.0;"201707251600_201707251700";"2017-07-14 16:45:00"
34419;0;52;43.61184210526316;49.0;146.5304548623213;12.104976450300153;152;146;3.9473684210526327;"201707251600_201707251700";"2017-07-14 16:45:00"
34619;0;51;43.645161290322584;49.0;145.15071390798516;12.047851007876266;62;59;4.8387096774193505;"201707251600_201707251700";"2017-07-14 16:45:00"
34977;0;52;37.93069306930693;48.0;266.34514851485164;16.32008420673287;101;92;8.910891089108908;"201707251600_201707251700";"2017-07-14 16:45:00"
33058;0;49;31.8;35.0;197.73333333333335;14.06176849949299;10;9;9.999999999999998;"201707261600_201707261700";"2017-07-14 16:45:00"
33093;0;55;26.8;25.0;316.02857142857147;17.777192450681618;15;14;6.666666666666665;"201707261600_201707261700";"2017-07-14 16:45:00"
33095;0;50;24.923076923076923;29.0;288.5465587044534;16.986658255950562;39;33;15.384615384615385;"201707261600_201707261700";"2017-07-14 16:45:00"
33441;0;65;33.2;42.0;553.3263157894736;23.522889188819335;20;15;25.0;"201707261600_201707261700";"2017-07-14 16:45:00"
34396;0;56;29.666666666666668;30.0;404.2380952380954;20.105673210268176;15;13;13.33333333333333;"201707261600_201707261700";"2017-07-14 16:45:00"
34419;0;51;44.11724137931034;49.0;85.4236590038314;9.242492034285526;145;144;0.6896551724137945;"201707261600_201707261700";"2017-07-14 16:45:00"
