"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
34619;0;51;41.92424242424242;48.0;159.85571095571095;12.643405828957281;66;63;4.545454545454541;"201707261600_201707261700";"2017-07-14 16:45:00"
34977;0;61;38.29126213592233;47.0;329.7182562345327;18.158145726767717;103;90;12.621359223300976;"201707261600_201707261700";"2017-07-14 16:45:00"
33058;0;36;26.818181818181817;35.0;201.76363636363638;14.204352725965249;11;10;9.090909090909093;"201707271600_201707271700";"2017-07-14 16:45:00"
33093;0;49;28.095238095238095;29.0;229.8904761904762;15.162139565063903;21;18;14.28571428571429;"201707271600_201707271700";"2017-07-14 16:45:00"
33095;0;49;27.11764705882353;34.0;224.48529411764704;14.982833314084724;17;16;5.882352941176472;"201707271600_201707271700";"2017-07-14 16:45:00"
33441;0;58;15.454545454545455;0.0;436.6727272727274;20.896715705409964;11;5;54.54545454545454;"201707271600_201707271700";"2017-07-14 16:45:00"
34396;9;46;30.333333333333332;29.0;150.38095238095238;12.262991167776008;15;15;0.0;"201707271600_201707271700";"2017-07-14 16:45:00"
34419;0;51;43.97402597402598;49.0;111.48951701892878;10.558859645763304;154;149;3.2467532467532423;"201707271600_201707271700";"2017-07-14 16:45:00"
34619;0;73;39.833333333333336;49.0;280.2025641025641;16.73925219663543;66;61;7.57575757575758;"201707271600_201707271700";"2017-07-14 16:45:00"
34977;0;59;43.32727272727273;48.0;158.88273561301088;12.604869519872503;110;104;5.454545454545457;"201707271600_201707271700";"2017-07-14 16:45:00"
33058;25;44;35.75;36.5;38.785714285714285;6.22781777878209;8;8;0.0;"201707281600_201707281700";"2017-07-14 16:45:00"
33093;0;53;29.566666666666666;35.0;315.6333333333334;17.76607253540673;30;25;16.666666666666664;"201707281600_201707281700";"2017-07-14 16:45:00"
33095;0;46;26.128205128205128;30.0;179.3778677462888;13.393202296175803;39;35;10.256410256410254;"201707281600_201707281700";"2017-07-14 16:45:00"
33441;0;65;35.74193548387097;36.0;551.8645161290322;23.491796783750537;31;24;22.580645161290324;"201707281600_201707281700";"2017-07-14 16:45:00"
34396;0;45;28.192307692307693;34.0;217.76153846153846;14.756745524048942;26;24;7.692307692307687;"201707281600_201707281700";"2017-07-14 16:45:00"
34419;0;52;43.38709677419355;49.0;161.01801424382086;12.689287381244892;155;148;4.516129032258065;"201707281600_201707281700";"2017-07-14 16:45:00"
34619;0;51;38.67164179104478;49.0;285.04206241519665;16.883188751393995;67;58;13.432835820895528;"201707281600_201707281700";"2017-07-14 16:45:00"
34977;0;51;39.81730769230769;48.0;203.1022218073188;14.251393679472853;104;97;6.730769230769229;"201707281600_201707281700";"2017-07-14 16:45:00"
33058;17;62;45.714285714285715;55.0;301.2967032967033;17.357900313595056;14;14;0.0;"201707291600_201707291700";"2017-07-14 16:45:00"
33093;0;54;29.0;31.5;339.8461538461539;18.4349167029893;14;12;14.28571428571429;"201707291600_201707291700";"2017-07-14 16:45:00"
33095;0;53;28.3;28.0;206.22105263157894;14.36039876297239;20;19;5.000000000000004;"201707291600_201707291700";"2017-07-14 16:45:00"
33441;0;54;28.941176470588236;34.0;468.8088235294117;21.651993523216557;17;12;29.411764705882348;"201707291600_201707291700";"2017-07-14 16:45:00"
34396;18;54;39.0;41.0;101.6666666666667;10.082988974836118;13;13;0.0;"201707291600_201707291700";"2017-07-14 16:45:00"
34419;0;51;43.06315789473684;48.0;148.08107502799555;12.168856767502671;95;90;5.263157894736848;"201707291600_201707291700";"2017-07-14 16:45:00"
34619;0;51;42.0377358490566;49.0;206.30624092888243;14.36336454069458;53;49;7.547169811320753;"201707291600_201707291700";"2017-07-14 16:45:00"
34977;0;58;38.69090909090909;48.0;332.66195286195267;18.23902280446934;55;51;7.272727272727275;"201707291600_201707291700";"2017-07-14 16:45:00"
33058;0;57;37.3;41.5;347.3444444444445;18.63717909031419;10;9;9.999999999999998;"201707301600_201707301700";"2017-07-14 16:45:00"
33093;8;53;36.0;40.0;265.3333333333333;16.289055630494154;13;13;0.0;"201707301600_201707301700";"2017-07-14 16:45:00"
33095;0;49;32.15384615384615;40.0;273.474358974359;16.537060167223164;13;11;15.384615384615385;"201707301600_201707301700";"2017-07-14 16:45:00"
33441;13;60;41.714285714285715;50.0;331.57142857142856;18.20910290408148;7;7;0.0;"201707301600_201707301700";"2017-07-14 16:45:00"
34419;0;51;43.509803921568626;49.0;152.57490196078433;12.352121354681726;51;48;5.882352941176472;"201707301600_201707301700";"2017-07-14 16:45:00"
34977;0;55;36.3125;47.0;386.41532258064524;19.657449544145987;32;29;9.375;"201707301600_201707301700";"2017-07-14 16:45:00"
33058;0;58;28.307692307692307;30.0;264.23076923076917;16.255176690235302;13;12;7.692307692307687;"201707311600_201707311700";"2017-07-14 16:45:00"
33093;0;255;34.06666666666667;31.0;4084.780952380952;63.91229109006304;15;8;46.666666666666664;"201707311600_201707311700";"2017-07-14 16:45:00"
33095;0;47;30.541666666666668;37.5;203.8242753623188;14.276703939016134;24;23;4.1666666666666625;"201707311600_201707311700";"2017-07-14 16:45:00"
33441;0;64;33.94736842105263;42.0;615.2748538011696;24.80473450374282;19;15;21.052631578947366;"201707311600_201707311700";"2017-07-14 16:45:00"
34396;5;46;32.05555555555556;36.0;122.52614379084969;11.069152803663417;18;18;0.0;"201707311600_201707311700";"2017-07-14 16:45:00"
34419;0;51;42.07382550335571;49.0;159.9066751315073;12.645421113253102;149;145;2.684563758389258;"201707311600_201707311700";"2017-07-14 16:45:00"
34619;0;51;41.45454545454545;49.0;197.97482517482518;14.070352702573777;66;62;6.060606060606055;"201707311600_201707311700";"2017-07-14 16:45:00"
34977;0;61;40.80530973451327;48.0;253.62247155499375;15.925528925438984;113;105;7.079646017699115;"201707311600_201707311700";"2017-07-14 16:45:00"
