"cd_linha";"min";"max";"mean";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
33935;0;42;11.305555555555555;146.63771517996872;12.109406062229837;72;50;30.555555555555557;"201708161900_201708162000";"2017-08-07 20:52:00"
33936;0;54;12.641935483870968;184.51538782753937;13.583644129155452;310;183;40.96774193548387;"201708161900_201708162000";"2017-08-07 20:52:00"
33943;0;54;19.46075085324232;225.7463201190163;15.02485674204637;586;444;24.232081911262803;"201708161900_201708162000";"2017-08-07 20:52:00"
33952;0;52;14.692307692307692;192.7996836068817;13.88523257302094;390;305;21.794871794871796;"201708161900_201708162000";"2017-08-07 20:52:00"
33953;0;45;12.64;146.02248995983942;12.083976578918026;250;178;28.800000000000004;"201708161900_201708162000";"2017-08-07 20:52:00"
33954;0;41;10.052863436123348;149.6609099060466;12.233597586403054;227;129;43.17180616740088;"201708161900_201708162000";"2017-08-07 20:52:00"
33956;0;57;18.136574074074073;238.64719751654215;15.448210171943614;432;314;27.314814814814813;"201708161900_201708162000";"2017-08-07 20:52:00"
33957;0;39;6.784403669724771;126.10053780449232;11.229449577093808;436;161;63.07339449541285;"201708161900_201708162000";"2017-08-07 20:52:00"
33961;0;53;16.41554054054054;233.91826614750352;15.29438675290721;296;224;24.32432432432432;"201708161900_201708162000";"2017-08-07 20:52:00"
33964;0;48;7.028957528957529;151.08813469451766;12.291791354172819;518;162;68.72586872586872;"201708161900_201708162000";"2017-08-07 20:52:00"
33966;0;51;16.614035087719298;213.6616405879561;14.617169376728043;741;522;29.554655870445345;"201708161900_201708162000";"2017-08-07 20:52:00"
33968;0;49;16.495652173913044;216.50434782608718;14.714086713965198;230;158;31.304347826086953;"201708161900_201708162000";"2017-08-07 20:52:00"
33970;0;54;13.017006802721088;165.34783264841775;12.858764818147105;294;207;29.591836734693878;"201708161900_201708162000";"2017-08-07 20:52:00"
